molecule_chembl_id,smiles,logP,qed,bioactivity_class
CHEMBL210632,COc1cccc(-c2nc(SCC(=O)Nc3ccc(C(C)=O)cc3)nc(O)c2C#N)c1,3.662880000000002,0.284986982693757,inactive
CHEMBL210497,COc1cccc(-c2nc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc(O)c2C#N)c1,2.10768,0.33628192593474576,inactive
CHEMBL210497,COc1cccc(-c2nc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc(O)c2C#N)c1,2.10768,0.33628192593474576,inactive
CHEMBL208584,CCCc1cc(O)nc(SCC(=O)Nc2ccc(Cl)cc2)n1,3.518900000000002,0.5509355355924815,inactive
CHEMBL208584,CCCc1cc(O)nc(SCC(=O)Nc2ccc(Cl)cc2)n1,3.518900000000002,0.5509355355924815,inactive
CHEMBL208763,O=C(CSc1nccc(-c2cc(-c3ccccc3)no2)n1)Nc1ccc(Cl)cc1,5.182800000000002,0.35610600287298244,inactive
CHEMBL208763,O=C(CSc1nccc(-c2cc(-c3ccccc3)no2)n1)Nc1ccc(Cl)cc1,5.182800000000002,0.35610600287298244,inactive
CHEMBL209227,Cc1nc(-c2nc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)cs2)cs1,5.416220000000003,0.3235698423979235,inactive
CHEMBL209227,Cc1nc(-c2nc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)cs2)cs1,5.416220000000003,0.3235698423979235,inactive
CHEMBL210092,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccc(Cl)cc2)n1,7.051540000000005,0.23495206854671047,inactive
CHEMBL210092,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccc(Cl)cc2)n1,7.051540000000005,0.23495206854671047,inactive
CHEMBL377150,Cn1nc(-c2ccc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)s2)cc1C(F)(F)F,6.008600000000003,0.27463655048507835,inactive
CHEMBL377150,Cn1nc(-c2ccc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)s2)cc1C(F)(F)F,6.008600000000003,0.27463655048507835,inactive
CHEMBL212454,O=C(Oc1ccc(S(=O)(=O)c2ccc(OC(=O)C(Cl)=C(Cl)Cl)cc2)cc1)C(Cl)=C(Cl)Cl,6.101200000000001,0.20677790591729225,active
CHEMBL213581,Nc1ncc(S(=O)(=O)c2ccc(Cl)cc2)c(N)n1,1.1272000000000004,0.8620782084759047,intermediate
CHEMBL380403,O=[N+]([O-])c1cc(C(F)(F)F)ccc1S(=O)(=O)c1ccc(Cl)cc1,4.099800000000001,0.535722560724609,inactive
CHEMBL212504,Cc1nc(S(=O)(=O)c2ccccc2)c(C#N)c(C)c1[N+](=O)[O-],2.3111200000000007,0.5650581910565318,inactive
CHEMBL211969,Cc1ccc(S(=O)(=O)c2nc(C)c([N+](=O)[O-])c(C)c2C#N)cc1,2.6195400000000006,0.5621660921605091,inactive
CHEMBL384739,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc(Cl)cc2)[n+]([O-])c1,1.7143999999999997,0.26954074928038363,inactive
CHEMBL215732,CCOC(=O)/C(C#N)=C/Nc1ccc(S(=O)(=O)c2ccc(/N=C/C(C#N)=C(\O)OCC)cc2)cc1,3.933860000000003,0.11290431832743768,inactive
CHEMBL212240,O=C(O)c1ccc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1,3.448200000000001,0.7660582915205731,inactive
CHEMBL377253,CC(=O)c1ccccc1S(=O)(=O)c1ccccc1C(=O)O,2.4202000000000004,0.8499684902163059,inactive
CHEMBL215397,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,2.3358,0.563803658344532,inactive
CHEMBL378342,CCOC(=O)C(=CNc1ccc(S(=O)(=O)c2ccc(/N=C/C(C(=O)OCC)=C(\O)OCC)cc2)cc1)C(=O)OCC,4.012900000000003,0.03550572838535216,inactive
CHEMBL379642,O=C(Sc1nnc(C(F)(F)F)[nH]1)c1ccc(C#Cc2ccccc2)o1,3.748800000000002,0.5181099210409871,intermediate
CHEMBL427404,Cc1noc(NC(=O)c2ccc(-c3cc(C(F)(F)F)nn3C)s2)c1[N+](=O)[O-],3.6243200000000018,0.49893520316335466,intermediate
CHEMBL212190,Cc1oc(C(C)(C)C)cc1-c1cc(NS(=O)(=O)c2cccs2)[nH]n1,4.137920000000002,0.7621388887536102,inactive
CHEMBL378700,CSc1[nH]nc(NC(=O)c2cccs2)c1S(=O)(=O)c1ccccc1,3.278200000000001,0.6767398924528386,inactive
CHEMBL212019,CC1(C)CC(=O)c2c(NCc3ccco3)sc(C#N)c2C1,3.979980000000003,0.9248268611885639,inactive
CHEMBL212399,CSc1nn(-c2c([N+](=O)[O-])c(C)nn2C)c(-c2cccs2)c1C#N,3.1445000000000016,0.34089320410207924,inactive
CHEMBL215733,O=S(=O)(Cc1[nH]c(-c2ccc(Cl)s2)c[s+]1)c1cccs1.[Br-],1.7786,0.6373807669992195,inactive
CHEMBL375130,Cc1nn(C)c(NCc2ccc(-c3cccs3)s2)c1[N+](=O)[O-],4.038820000000003,0.5272024271313528,inactive
CHEMBL214372,O=C(Cc1nccs1)c1nccs1,2.025,0.6988242916959946,inactive
CHEMBL212218,Cc1cc(S(=O)(=O)c2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(Cl)cc1Cl,4.969820000000001,0.43157705005443836,active
CHEMBL222840,O=C(Oc1cncc(Cl)c1)c1ccco1,2.5472,0.7046795655812615,active
CHEMBL222769,O=C(Oc1cncc(Cl)c1)c1ccc(-c2ccc(Cl)cc2)o1,4.867600000000002,0.6611092281105753,active
CHEMBL222735,COc1cccc(C(=O)Oc2cncc(Cl)c2)c1,2.9628000000000014,0.7661801401843268,active
CHEMBL222628,O=C(Oc1cncc(Cl)c1)c1cscn1,2.4107000000000003,0.7259622489141555,active
CHEMBL222893,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2s1,4.168900000000002,0.6746879708466327,active
CHEMBL225515,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2[nH]1,3.435500000000001,0.7372945589414901,active
CHEMBL222234,O=C(Oc1cncc(Br)c1)c1ccco1,2.6563000000000008,0.7529812109116827,active
CHEMBL426898,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2o1,3.700400000000002,0.6753888824216334,active
CHEMBL187266,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,4.247920000000003,0.6581654982718839,inactive
CHEMBL215254,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)CO,3.2203200000000023,0.7921803876761953,inactive
CHEMBL2146517,COC(=O)[C@@]1(C)CCCc2c1ccc1c2C(=O)C(=O)c2c(C)coc2-1,3.4010200000000026,0.5184577078346352,inactive
CHEMBL187460,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,3.4433000000000025,0.66304203123477,inactive
CHEMBL363535,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,4.095640000000003,0.5880636292792898,inactive
CHEMBL227075,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1,3.2910200000000023,0.664966393498506,inactive
CHEMBL45830,CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C,4.105300000000004,0.7048285906624835,inactive
CHEMBL187266,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,4.247920000000003,0.6581654982718839,intermediate
CHEMBL215254,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)CO,3.2203200000000023,0.7921803876761953,inactive
CHEMBL2146517,COC(=O)[C@@]1(C)CCCc2c1ccc1c2C(=O)C(=O)c2c(C)coc2-1,3.4010200000000026,0.5184577078346352,intermediate
CHEMBL187460,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,3.4433000000000025,0.66304203123477,active
CHEMBL363535,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,4.095640000000003,0.5880636292792898,intermediate
CHEMBL227075,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1,3.2910200000000023,0.664966393498506,intermediate
CHEMBL45830,CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C,4.105300000000004,0.7048285906624835,inactive
CHEMBL215254,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)CO,3.2203200000000023,0.7921803876761953,inactive
CHEMBL187460,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,3.4433000000000025,0.66304203123477,inactive
CHEMBL363535,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,4.095640000000003,0.5880636292792898,active
CHEMBL227075,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1,3.2910200000000023,0.664966393498506,intermediate
CHEMBL45830,CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C,4.105300000000004,0.7048285906624835,inactive
CHEMBL187266,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,4.247920000000003,0.6581654982718839,inactive
CHEMBL215254,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)CO,3.2203200000000023,0.7921803876761953,inactive
CHEMBL2146517,COC(=O)[C@@]1(C)CCCc2c1ccc1c2C(=O)C(=O)c2c(C)coc2-1,3.4010200000000026,0.5184577078346352,inactive
CHEMBL187460,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,3.4433000000000025,0.66304203123477,inactive
CHEMBL363535,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,4.095640000000003,0.5880636292792898,inactive
CHEMBL227075,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1,3.2910200000000023,0.664966393498506,inactive
CHEMBL45830,CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C,4.105300000000004,0.7048285906624835,inactive
